Neighbourhood,Latitude,Longitude,Room_Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Minimum_Nights,Maximum_Nights,Number_of_Reviews,Review_Score_Rating,South_Beach,North_Beach,Central_City,North_Valley,East_of_805,Beach,No_Beach,House_Apartment,Private_Room,Shared_Room
Grant Hill,32.70805,-117.1317,Private room,2,1,1,1,66,1,50,52,98,0,0,1,0,0,0,1,0,1,0
Loma Portal,32.75018,-117.23005,Entire home/apt,4,1,2,2,199,2,365,52,96,1,0,0,0,0,1,0,1,0,0
Balboa Park,32.71587,-117.13796,Entire home/apt,3,1,1,1,109,7,1125,3,100,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80164,-117.24578,Entire home/apt,6,2.5,3,3,335,2,360,30,99,0,1,0,0,0,1,0,1,0,0
Rancho Penasquitos,32.96193,-117.15797,Entire home/apt,6,2.5,3,3,220,1,1125,3,73,0,0,0,0,1,0,1,1,0,0
Loma Portal,32.74136,-117.24446,Entire home/apt,12,5,5,8,650,4,1125,13,100,1,0,0,0,0,1,0,1,0,0
Otay Ranch,32.61515,-116.99082,Private room,2,1,1,1,70,1,1125,7,100,0,0,0,0,1,0,1,0,1,0
Northwest,32.62316,-117.08628,Entire home/apt,8,3.5,3,4,135,2,14,41,97,0,1,0,0,0,1,0,1,0,0
City Heights West,32.7535,-117.10267,Entire home/apt,4,1,1,2,48,7,60,2,90,0,0,0,0,1,0,1,1,0,0
Mira Mesa,32.90027,-117.1199,Private room,1,1,1,1,50,10,10,1,100,0,0,0,0,1,0,1,0,1,0
Bay Park,32.79778,-117.19475,Entire home/apt,5,2,2,3,162,2,30,87,100,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.78795,-117.25378,Entire home/apt,4,1,1,2,228,1,31,191,97,0,1,0,0,0,1,0,1,0,0
Balboa Park,32.71684,-117.14301,Entire home/apt,4,2,2,5,96,20,520,46,95,0,0,1,0,0,0,1,1,0,0
East Village,32.72006,-117.15339,Entire home/apt,4,1,1,2,169,2,31,4,95,0,0,1,0,0,0,1,1,0,0
Core,32.71852,-117.15767,Entire home/apt,6,2,2,2,129,1,1125,114,98,0,0,1,0,0,0,1,1,0,0
Bay Park,32.8005,-117.20492,Entire home/apt,5,1,3,3,169,2,1125,8,100,0,0,0,1,0,0,1,1,0,0
Linda Vista,32.78937,-117.16843,Entire home/apt,2,1,1,1,93,1,1125,62,93,0,0,0,1,0,0,1,1,0,0
La Jolla,32.84782,-117.25211,Private room,2,2,1,0,79,2,1125,34,92,0,1,0,0,0,1,0,0,1,0
Marina,32.70792,-117.16182,Entire home/apt,2,1,1,1,124,30,1125,3,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78717,-117.23608,Entire home/apt,3,1,1,2,154,2,1125,107,99,0,1,0,0,0,1,0,1,0,0
Memorial,32.70572,-117.13744,Entire home/apt,16,1,2,8,139,2,1125,69,87,0,0,1,0,0,0,1,1,0,0
Mira Mesa,32.92572,-117.13207,Private room,2,1,1,1,45,4,1125,34,95,0,0,0,0,1,0,1,0,1,0
Normal Heights,32.76144,-117.12382,Private room,2,1.5,1,1,49,1,20,42,100,0,0,0,0,1,0,1,0,1,0
Darnall,32.74692,-117.0638,Private room,1,1,1,1,31,2,1125,3,100,0,0,0,0,1,0,1,0,1,0
South Park,32.71781,-117.12106,Entire home/apt,4,1,2,2,124,3,28,66,99,0,0,1,0,0,0,1,1,0,0
Marina,32.70989,-117.16287,Entire home/apt,6,1,1,1,136,1,1125,145,89,0,0,1,0,0,0,1,1,0,0
Park West,32.72755,-117.16248,Entire home/apt,3,1,1,1,123,2,28,142,97,0,0,1,0,0,0,1,1,0,0
Park West,32.72854,-117.16163,Entire home/apt,3,1,1,1,103,2,28,92,97,0,0,1,0,0,0,1,1,0,0
Park West,32.72688,-117.16333,Entire home/apt,6,1,2,2,193,2,28,106,96,0,0,1,0,0,0,1,1,0,0
Carmel Mountain,32.97692,-117.0728,Entire home/apt,9,2,2,3,200,30,1125,17,99,0,0,0,0,1,0,1,1,0,0
Rolling Hills Ranch,32.66763,-116.94033,Entire home/apt,2,1,1,1,90,30,1125,2,100,0,0,0,0,1,0,1,1,0,0
Gaslamp Quarter,32.71171,-117.15955,Entire home/apt,2,1,1,1,99,30,1125,9,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78318,-117.25182,Entire home/apt,5,1,1,1,112,5,1125,35,90,0,1,0,0,0,1,0,1,0,0
Otay Ranch,32.62666,-116.9563,Private room,2,1.5,1,1,55,2,12,21,95,0,0,0,0,1,0,1,0,1,0
Roseville,32.74031,-117.22071,Private room,2,1,1,1,200,1,5,58,98,1,0,0,0,0,1,0,0,1,0
Mission Bay,32.78947,-117.23976,Entire home/apt,10,2.5,4,8,272,5,1125,60,94,0,1,0,0,0,1,0,1,0,0
La Jolla,32.85679,-117.25519,Entire home/apt,10,5,5,5,649,3,1125,24,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76288,-117.25032,Entire home/apt,8,3,3,5,287,1,365,3,100,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80902,-117.25336,Entire home/apt,4,1,2,2,167,2,1125,99,100,0,1,0,0,0,1,0,1,0,0
Carmel Valley,32.92774,-117.23307,Private room,10,5,5,4,100,2,30,12,100,0,1,0,0,0,1,0,0,1,0
La Jolla,32.85177,-117.26122,Private room,4,1,2,2,140,1,1125,45,82,0,1,0,0,0,1,0,0,1,0
Little Italy,32.7213,-117.17014,Entire home/apt,5,1.5,1,1,187,2,28,94,98,0,0,1,0,0,0,1,1,0,0
City Heights West,32.73517,-117.10247,Entire home/apt,5,1,2,5,129,2,180,8,75,0,0,0,0,1,0,1,1,0,0
Midtown,32.73334,-117.16292,Private room,16,4.5,6,13,470,2,1125,32,97,0,0,1,0,0,0,1,0,1,0
Mission Bay,32.7944,-117.23301,Entire home/apt,6,2,2,3,198,2,28,77,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.79392,-117.23777,Private room,3,1,1,1,61,2,90,9,100,0,1,0,0,0,1,0,0,1,0
Serra Mesa,32.7901,-117.13973,Private room,1,1,1,1,36,3,1125,12,100,0,0,0,0,1,0,1,0,1,0
Serra Mesa,32.80569,-117.1288,Private room,1,1,1,1,35,2,1125,32,99,0,0,0,0,1,0,1,0,1,0
Mira Mesa,32.92807,-117.1431,Private room,2,1,1,1,59,1,1125,16,91,0,0,0,0,1,0,1,0,1,0
Pacific Beach,32.80561,-117.25837,Entire home/apt,3,1,1,1,75,30,365,4,100,0,1,0,0,0,1,0,1,0,0
La Jolla,32.82717,-117.27551,Entire home/apt,3,1,1,3,125,2,31,84,97,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7868,-117.25387,Entire home/apt,10,3,3,6,220,3,31,25,96,0,1,0,0,0,1,0,1,0,0
La Jolla,32.83115,-117.27894,Entire home/apt,10,4.5,4,4,406,3,29,3,93,0,1,0,0,0,1,0,1,0,0
City Heights East,32.73056,-117.10088,Entire home/apt,5,1.5,2,3,99,2,120,100,95,0,0,0,0,1,0,1,1,0,0
Talmadge,32.75725,-117.0876,Private room,2,1,1,2,37,2,8,6,93,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.78956,-117.25355,Entire home/apt,5,1,2,4,154,2,29,102,95,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.79061,-117.25296,Entire home/apt,5,1,2,3,174,2,29,86,95,0,1,0,0,0,1,0,1,0,0
Midtown,32.74577,-117.16494,Entire home/apt,5,1,2,3,220,2,28,45,99,0,0,1,0,0,0,1,1,0,0
Southwest,32.6239,-117.04648,Private room,1,1,1,1,52,2,32,58,99,0,0,0,0,1,0,1,0,1,0
Midtown,32.74845,-117.16804,Entire home/apt,6,2,3,3,269,3,90,20,98,0,0,1,0,0,0,1,1,0,0
Nestor,32.57737,-117.09152,Entire home/apt,8,2,4,4,182,2,28,76,98,1,0,0,0,0,1,0,1,0,0
Oak Park,32.74312,-117.06197,Private room,2,1,1,2,65,1,1125,46,100,0,0,0,0,0,0,0,0,1,0
Mira Mesa,32.92544,-117.13331,Private room,2,1,1,1,55,5,1125,8,100,0,0,0,0,1,0,1,0,1,0
La Jolla,32.83089,-117.28036,Entire home/apt,2,1,1,1,129,1,999,1,100,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.74868,-117.24531,Entire home/apt,4,1,2,2,249,4,1125,15,100,1,0,0,0,0,1,0,1,0,0
Normal Heights,32.76527,-117.11712,Entire home/apt,6,2,3,3,197,3,25,139,99,0,0,0,0,1,0,1,1,0,0
Park West,32.72927,-117.16572,Entire home/apt,4,1,2,3,365,1,1125,94,100,0,0,1,0,0,0,1,1,0,0
College Area,32.77136,-117.07885,Private room,2,1,1,1,108,2,1125,1,80,0,0,0,0,1,0,1,0,1,0
Southcrest,32.68941,-117.11143,Private room,2,1,1,1,40,3,1125,9,87,0,0,1,0,0,0,1,0,1,0
Midtown,32.74318,-117.16149,Entire home/apt,5,1,1,3,88,1,1125,111,95,0,0,1,0,0,0,1,1,0,0
Midtown,32.74216,-117.16304,Entire home/apt,6,2,2,2,134,1,1125,59,94,0,0,1,0,0,0,1,1,0,0
Midtown,32.7424,-117.1621,Entire home/apt,12,4.5,5,8,758,2,1125,57,94,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.75262,-117.24975,Entire home/apt,6,2.5,3,3,520,6,14,1,100,1,0,0,0,0,1,0,1,0,0
Serra Mesa,32.78352,-117.12884,Entire home/apt,8,3,3,3,166,1,30,53,98,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.792,-117.23286,Entire home/apt,10,4,4,4,1000,4,28,15,100,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.8055,-117.24138,Entire home/apt,4,1,2,2,104,2,180,63,93,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76382,-117.25228,Entire home/apt,16,6,6,8,907,1,365,1,100,0,1,0,0,0,1,0,1,0,0
La Jolla,32.80903,-117.26827,Entire home/apt,8,4,4,4,495,3,1125,35,99,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78945,-117.23982,Entire home/apt,4,1,1,1,186,4,30,5,100,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80311,-117.23834,Entire home/apt,3,1,1,2,85,30,1125,7,100,0,1,0,0,0,1,0,1,0,0
Bay Park,32.79587,-117.20369,Entire home/apt,2,1,1,1,100,2,1125,14,100,0,0,0,1,0,0,1,1,0,0
Old Town,32.7454,-117.18477,Entire home/apt,8,3.5,4,4,2429,3,15,11,100,0,0,1,0,0,0,1,1,0,0
Grant Hill,32.70785,-117.14433,Entire home/apt,8,2,3,6,256,2,1125,82,81,0,0,1,0,0,0,1,1,0,0
Mira Mesa,32.92644,-117.14278,Private room,2,1,1,1,49,1,1125,3,93,0,0,0,0,1,0,1,0,1,0
Midtown,32.7327,-117.16251,Entire home/apt,5,2.5,2,3,220,2,18,33,99,0,0,1,0,0,0,1,1,0,0
Cortez Hill,32.71943,-117.1568,Entire home/apt,6,2,2,5,292,1,1125,65,98,0,0,1,0,0,0,1,1,0,0
Bay Ho,32.83178,-117.22019,Private room,3,1,1,1,45,1,1125,40,98,0,0,0,1,0,0,1,0,1,0
Clairemont Mesa,32.82938,-117.18035,Private room,1,1,1,1,21,1,160,103,99,0,0,0,1,0,0,1,0,1,0
Mission Bay,32.77464,-117.25138,Entire home/apt,16,5,7,16,904,1,999,6,80,0,1,0,0,0,1,0,1,0,0
La Jolla,32.84131,-117.2534,Private room,2,1,1,1,110,2,7,98,95,0,1,0,0,0,1,0,0,1,0
Valencia Park,32.70283,-117.07695,Entire home/apt,8,2.5,3,3,257,3,90,130,97,0,0,0,0,1,0,1,1,0,0
Normal Heights,32.76138,-117.11376,Entire home/apt,7,2,3,3,83,2,25,137,99,0,0,0,0,1,0,1,1,0,0
Mount Hope,32.71741,-117.10921,Shared room,10,3,1,8,257,2,29,35,87,0,0,1,0,0,0,1,0,0,1
Mission Bay,32.78942,-117.2412,Entire home/apt,8,2,3,4,299,4,30,1,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78776,-117.24011,Entire home/apt,12,2,4,7,399,4,1125,1,100,0,1,0,0,0,1,0,1,0,0
Northwest,32.65228,-117.07281,Entire home/apt,8,2.5,4,7,381,2,1125,39,95,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78944,-117.24127,Entire home/apt,12,2,4,6,399,4,30,10,98,0,1,0,0,0,1,0,1,0,0
University City,32.86715,-117.22145,Entire home/apt,2,1,1,1,115,31,183,23,97,0,1,0,0,0,1,0,1,0,0
Balboa Park,32.7174,-117.14232,Entire home/apt,3,1,1,3,65,21,500,54,95,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78591,-117.25322,Entire home/apt,3,1,1,2,150,3,30,37,94,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7829,-117.25346,Entire home/apt,2,1,1,1,89,4,1125,57,91,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79925,-117.25806,Entire home/apt,7,1,2,4,299,3,30,48,96,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80034,-117.2556,Private room,2,1,1,1,97,2,21,19,98,0,1,0,0,0,1,0,0,1,0
Otay Ranch,32.62435,-116.97661,Entire home/apt,2,1,1,1,95,2,1125,51,97,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.7822,-117.25157,Entire home/apt,5,1,2,3,151,2,28,100,96,0,1,0,0,0,1,0,1,0,0
Grantville,32.78447,-117.09601,Entire home/apt,8,2,3,3,200,3,1125,23,99,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.77323,-117.2516,Entire home/apt,12,3,3,11,356,30,1125,6,100,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.7504,-117.24297,Entire home/apt,4,1,1,2,131,2,26,121,96,1,0,0,0,0,1,0,1,0,0
City Heights West,32.75095,-117.12228,Entire home/apt,6,2,2,4,133,2,28,28,96,0,0,0,0,1,0,1,1,0,0
Old Town,32.75255,-117.19538,Entire home/apt,4,1,2,2,138,1,1125,52,93,0,0,1,0,0,0,1,1,0,0
Carmel Valley,32.93377,-117.20498,Private room,2,1,1,2,79,2,199,5,100,0,1,0,0,0,1,0,0,1,0
Old Town,32.7516,-117.19563,Entire home/apt,4,1,2,2,101,1,1125,63,94,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78794,-117.25376,Entire home/apt,6,2,2,3,271,3,31,68,100,0,1,0,0,0,1,0,1,0,0
Loma Portal,32.75717,-117.22581,Entire home/apt,4,1.5,2,2,241,29,1125,16,96,1,0,0,0,0,1,0,1,0,0
La Jolla,32.81482,-117.26399,Entire home/apt,8,3,3,3,650,1,365,24,98,0,1,0,0,0,1,0,1,0,0
Carmel Valley,32.91215,-117.21688,Private room,1,1.5,1,1,42,5,28,30,99,0,1,0,0,0,1,0,0,1,0
Old Town,32.74645,-117.18749,Entire home/apt,3,1,1,1,80,1,14,72,95,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.75981,-117.25033,Entire home/apt,16,5.5,8,12,970,3,1125,5,100,0,1,0,0,0,1,0,1,0,0
Del Mar Heights,32.93409,-117.24961,Entire home/apt,6,2,3,3,399,7,1125,4,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78944,-117.25484,Entire home/apt,7,3,3,3,325,1,1125,16,98,0,1,0,0,0,1,0,1,0,0
San Carlos,32.78522,-117.05922,Entire home/apt,6,1,1,3,134,3,28,19,100,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.77825,-117.25358,Entire home/apt,7,2.5,2,5,225,3,1125,35,95,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7731,-117.2539,Entire home/apt,5,1,2,2,386,2,1125,19,100,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.75052,-117.25082,Entire home/apt,6,2.5,2,3,298,3,29,19,86,1,0,0,0,0,1,0,1,0,0
Ocean Beach,32.7507,-117.25094,Entire home/apt,6,2.5,2,3,251,3,29,22,85,1,0,0,0,0,1,0,1,0,0
Ocean Beach,32.75079,-117.25246,Entire home/apt,8,3,3,3,378,3,29,3,93,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.78121,-117.25275,Entire home/apt,4,1,1,2,112,2,28,88,98,0,1,0,0,0,1,0,1,0,0
Rolando,32.76105,-117.06052,Private room,2,1,1,2,68,1,14,59,97,0,0,0,0,1,0,1,0,1,0
Pacific Beach,32.80516,-117.25358,Entire home/apt,7,2.5,3,4,259,4,365,52,98,0,1,0,0,0,1,0,1,0,0
Gaslamp Quarter,32.71289,-117.16004,Entire home/apt,5,1,1,4,97,2,1125,76,94,0,0,1,0,0,0,1,1,0,0
Mira Mesa,32.90957,-117.16032,Private room,2,1,1,1,54,30,1125,1,100,0,0,0,0,1,0,1,0,1,0
Mira Mesa,32.90878,-117.16022,Private room,1,1,1,1,45,3,1125,19,85,0,0,0,0,1,0,1,0,1,0
La Jolla,32.83404,-117.27539,Entire home/apt,8,2,3,3,533,1,365,44,94,0,1,0,0,0,1,0,1,0,0
La Jolla,32.8357,-117.27657,Entire home/apt,8,2,3,3,442,1,365,34,94,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77857,-117.25205,Entire home/apt,16,6.5,7,12,1034,3,1125,2,70,0,1,0,0,0,1,0,1,0,0
Grant Hill,32.70962,-117.13853,Entire home/apt,2,1,1,1,103,3,31,19,99,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.77916,-117.25181,Entire home/apt,4,1,1,2,112,2,28,98,97,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80185,-117.25791,Entire home/apt,6,2,2,3,160,3,90,20,93,0,1,0,0,0,1,0,1,0,0
Clairemont Mesa,32.80359,-117.17743,Private room,1,1,1,1,70,1,14,4,100,0,0,0,1,0,0,1,0,1,0
Carmel Valley,32.95206,-117.22776,Private room,1,1.5,1,1,65,7,30,42,98,0,1,0,0,0,1,0,0,1,0
University City,32.84867,-117.20373,Private room,1,4.5,1,1,70,7,90,1,80,0,1,0,0,0,1,0,0,1,0
East Village,32.70994,-117.15474,Entire home/apt,6,2,2,3,232,10,1125,1,20,0,0,1,0,0,0,1,1,0,0
Memorial,32.7039,-117.13818,Entire home/apt,4,1,2,2,135,2,30,39,96,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.76155,-117.25124,Entire home/apt,7,2,3,4,297,1,365,5,92,0,1,0,0,0,1,0,1,0,0
East Village,32.71381,-117.155,Entire home/apt,8,4,4,7,500,3,1125,46,100,0,0,1,0,0,0,1,1,0,0
Mira Mesa,32.9059,-117.14485,Private room,2,1,1,1,59,2,180,40,97,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.76502,-117.25225,Entire home/apt,6,2.5,3,4,181,2,1124,50,100,0,1,0,0,0,1,0,1,0,0
La Jolla,32.85272,-117.25414,Entire home/apt,6,2.5,2,3,268,3,1125,12,93,0,1,0,0,0,1,0,1,0,0
West University Heights,32.75545,-117.14125,Private room,1,1,1,1,89,4,30,9,100,0,0,0,1,0,0,1,0,1,0
Little Italy,32.72276,-117.16819,Entire home/apt,4,1,1,2,163,3,28,115,96,0,0,1,0,0,0,1,1,0,0
Mira Mesa,32.90479,-117.12793,Private room,2,1,1,1,46,1,1125,18,96,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.78029,-117.25217,Entire home/apt,4,1,1,1,113,2,28,86,95,0,1,0,0,0,1,0,1,0,0
Park West,32.72841,-117.16597,Entire home/apt,4,1,2,2,256,2,1125,34,99,0,0,1,0,0,0,1,1,0,0
Northwest,32.65328,-117.07508,Entire home/apt,10,5,5,5,509,2,1125,37,98,0,1,0,0,0,1,0,1,0,0
Little Italy,32.72308,-117.16619,Private room,2,3,1,1,46,1,365,10,90,0,0,1,0,0,0,1,0,1,0
La Jolla,32.84299,-117.28101,Entire home/apt,6,2,2,2,354,1,365,57,95,0,1,0,0,0,1,0,1,0,0
Otay Ranch,32.63059,-116.97828,Private room,2,1,1,1,45,2,90,22,99,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.76387,-117.25119,Entire home/apt,6,1,2,3,165,2,1124,74,99,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.73781,-117.25013,Entire home/apt,4,1,2,2,174,3,29,53,99,1,0,0,0,0,1,0,1,0,0
Talmadge,32.75942,-117.09953,Entire home/apt,4,1,1,2,70,1,28,106,97,0,0,0,0,1,0,1,1,0,0
University City,32.87358,-117.20701,Entire home/apt,8,2,3,6,150,2,1125,52,92,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79608,-117.25106,Entire home/apt,6,2,2,2,215,2,1125,10,100,0,1,0,0,0,1,0,1,0,0
Mount Hope,32.70739,-117.119,Entire home/apt,5,1,2,3,115,2,10,113,97,0,0,1,0,0,0,1,1,0,0
La Jolla,32.8317,-117.27417,Entire home/apt,5,1,2,3,207,2,1125,69,98,0,1,0,0,0,1,0,1,0,0
University City,32.86803,-117.22542,Entire home/apt,4,1,1,2,111,5,1125,30,98,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78276,-117.25188,Entire home/apt,11,2,4,7,322,3,1125,8,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78276,-117.25188,Entire home/apt,16,4,6,10,536,3,1125,2,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.57385,-117.01746,Entire home/apt,6,3,3,3,547,2,1125,17,96,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.8037,-117.23215,Entire home/apt,4,1,1,2,110,2,1125,50,100,0,1,0,0,0,1,0,1,0,0
Mission Valley,32.76427,-117.15999,Entire home/apt,6,2,2,3,200,6,7,1,100,0,0,0,1,0,0,1,1,0,0
Ocean Beach,32.74988,-117.24989,Entire home/apt,6,1,3,4,120,3,1125,56,98,1,0,0,0,0,1,0,1,0,0
Normal Heights,32.76012,-117.11841,Entire home/apt,7,1,2,4,92,2,22,84,96,0,0,0,0,1,0,1,1,0,0
Bird Land,32.78324,-117.15607,Entire home/apt,8,3,4,4,275,5,90,9,84,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.79372,-117.23447,Private room,4,2,1,4,50,1,365,2,90,0,1,0,0,0,1,0,0,1,0
Loma Portal,32.74847,-117.24415,Entire home/apt,8,3,3,4,262,1,999,34,94,1,0,0,0,0,1,0,1,0,0
Rolling Hills Ranch,32.67192,-116.9454,Entire home/apt,16,5.5,7,18,1220,2,1125,22,100,0,0,0,0,1,0,1,1,0,0
Darnall,32.75263,-117.05807,Entire home/apt,10,2,4,8,286,3,1125,22,85,0,0,0,0,1,0,1,1,0,0
Pacific Beach,32.8109,-117.22701,Entire home/apt,8,4.5,3,4,319,3,1125,61,94,0,1,0,0,0,1,0,1,0,0
Roseville,32.72588,-117.23016,Entire home/apt,4,2.5,2,2,151,30,1125,2,50,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.76381,-117.25126,Entire home/apt,10,2,3,4,445,1,365,35,93,0,1,0,0,0,1,0,1,0,0
Little Italy,32.72263,-117.16752,Entire home/apt,5,1,2,2,140,2,1125,63,96,0,0,1,0,0,0,1,1,0,0
Southcrest,32.68873,-117.10891,Entire home/apt,6,2,3,3,100,2,1125,24,81,0,0,1,0,0,0,1,1,0,0
Core,32.71554,-117.15685,Entire home/apt,6,1,1,2,148,1,1125,110,93,0,0,1,0,0,0,1,1,0,0
Balboa Park,32.7292,-117.13224,Entire home/apt,4,1,1,2,91,2,7,34,97,0,0,1,0,0,0,1,1,0,0
La Jolla,32.82607,-117.24747,Entire home/apt,2,1,1,2,138,7,1125,3,100,0,1,0,0,0,1,0,1,0,0
Clairemont Mesa,32.82316,-117.17227,Entire home/apt,14,2.5,4,13,616,3,1125,56,98,0,0,0,1,0,0,1,1,0,0
South Park,32.7199,-117.1275,Entire home/apt,2,1,1,0,75,2,1125,55,96,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.79005,-117.25574,Entire home/apt,7,1,2,3,149,5,1125,19,100,0,1,0,0,0,1,0,1,0,0
Balboa Park,32.7273,-117.13102,Entire home/apt,2,1,1,1,105,1,8,57,98,0,0,1,0,0,0,1,1,0,0
Columbia,32.72003,-117.16876,Entire home/apt,2,1,1,1,98,30,1125,1,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.783,-117.25233,Entire home/apt,4,2,2,3,279,1,1125,22,83,0,1,0,0,0,1,0,1,0,0
Rancho Bernadino,33.01299,-117.07125,Private room,3,1,2,2,125,4,30,14,100,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.78855,-117.25363,Entire home/apt,4,1,1,2,238,2,90,99,96,0,1,0,0,0,1,0,1,0,0
Balboa Park,32.71589,-117.13676,Entire home/apt,6,1,1,2,83,2,60,83,96,0,0,1,0,0,0,1,1,0,0
Oak Park,32.7424,-117.07817,Entire home/apt,10,2,4,4,216,2,1125,48,84,0,0,0,0,0,0,0,1,0,0
Grant Hill,32.71259,-117.14523,Entire home/apt,2,1,1,2,95,3,30,55,100,0,0,1,0,0,0,1,1,0,0
Northwest,32.62262,-117.09039,Entire home/apt,3,1,1,2,77,1,90,141,99,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.75359,-117.25115,Entire home/apt,12,3,3,8,599,3,1125,46,100,1,0,0,0,0,1,0,1,0,0
South Park,32.7189,-117.12318,Entire home/apt,4,1,1,2,101,2,28,73,99,0,0,1,0,0,0,1,1,0,0
Midtown,32.73879,-117.17629,Entire home/apt,10,2,3,7,548,1,1125,129,92,0,0,1,0,0,0,1,1,0,0
La Jolla,32.83386,-117.27332,Entire home/apt,10,2,3,6,204,3,1125,42,95,0,1,0,0,0,1,0,1,0,0
Core,32.71775,-117.15756,Entire home/apt,6,2,2,2,125,1,1125,135,97,0,0,1,0,0,0,1,1,0,0
Oak Park,32.7405,-117.05643,Private room,2,1,1,1,50,15,1125,61,95,0,0,0,0,0,0,0,0,1,0
City Heights East,32.73695,-117.09458,Private room,2,2.5,1,1,80,2,90,18,99,0,0,0,0,1,0,1,0,1,0
Scripps Ranch,32.93123,-117.09727,Private room,2,1,1,2,118,1,1125,15,100,0,0,0,0,1,0,1,0,1,0
Little Italy,32.72523,-117.16952,Entire home/apt,4,1,1,2,114,1,1125,195,94,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.73981,-117.2548,Entire home/apt,6,2,2,3,275,2,1125,65,100,1,0,0,0,0,1,0,1,0,0
West University Heights,32.7527,-117.15277,Entire home/apt,2,1,1,1,118,3,21,62,100,0,0,0,1,0,0,1,1,0,0
Carmel Valley,32.92767,-117.19811,Private room,2,1.5,1,1,82,2,30,1,100,0,1,0,0,0,1,0,0,1,0
Mission Bay,32.79025,-117.23862,Entire home/apt,4,1,1,2,118,1,365,22,91,0,1,0,0,0,1,0,1,0,0
Marina,32.71012,-117.16217,Entire home/apt,8,1,2,7,180,1,90,17,92,0,0,1,0,0,0,1,1,0,0
East Village,32.70976,-117.1552,Entire home/apt,6,1,2,4,450,20,60,5,84,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80081,-117.24011,Private room,2,1,1,0,80,2,5,36,96,0,1,0,0,0,1,0,0,1,0
College Area,32.77406,-117.06112,Entire home/apt,6,1,3,3,175,3,30,36,93,0,0,0,0,1,0,1,1,0,0
Loma Portal,32.74001,-117.24392,Entire home/apt,5,2,2,2,180,2,1125,93,98,1,0,0,0,0,1,0,1,0,0
La Jolla,32.80564,-117.26283,Entire home/apt,8,2,3,6,1136,3,1125,13,98,0,1,0,0,0,1,0,1,0,0
Mira Mesa,32.92752,-117.1448,Private room,2,1,1,1,49,1,1125,16,94,0,0,0,0,1,0,1,0,1,0
La Jolla,32.81265,-117.25854,Entire home/apt,10,3.5,5,7,850,3,1125,2,100,0,1,0,0,0,1,0,1,0,0
